"simulacion","acciones.CRC","compra.directa","call.europea"
4487,41945.6663722888,12583699.9116866,1128186.91476266
4488,41945.6663722887,12583699.9116866,1128186.91476264
4489,86269.7496288714,25880924.8886614,14425411.8917374
4490,76500.3280901558,22950098.4270467,11494585.4301228
4491,123721.238078044,37116371.4234132,25660858.4264892
4492,53343.0173621537,16002905.2086461,4547392.21172214
4493,177431.194797874,53229358.4393621,41773845.4424381
4494,9916.17584168147,2974852.75250444,0
4495,53343.0173621537,16002905.2086461,4547392.21172216
4496,47302.3087128324,14190692.6138497,2735179.61692576
4497,25936.1875882307,7780856.2764692,0
4498,9916.17584168147,2974852.75250444,0
4499,25936.1875882307,7780856.2764692,0
4500,60155.1505355403,18046545.1606621,6591032.16373813
4501,109710.707929575,32913212.3788724,21457699.3819484
4502,14220.9935395691,4266298.06187072,0
4503,32983.4908938551,9895047.26815652,0
4504,22999.1030279223,6899730.90837669,0
4505,8793.24106713803,2637972.32014141,0
4506,18085.0793632753,5425523.80898259,0
4507,53343.0173621538,16002905.2086461,4547392.21172216
4508,97286.7683947341,29186030.5184202,17730517.5214963
4509,16037.0756931472,4811122.70794415,0
4510,97286.7683947341,29186030.5184202,17730517.5214963
4511,22999.1030279223,6899730.90837668,0
4512,32983.490893855,9895047.2681565,0
4513,25936.1875882307,7780856.27646921,0
4514,97286.7683947341,29186030.5184202,17730517.5214962
4515,47302.3087128325,14190692.6138497,2735179.61692577
4516,14220.9935395691,4266298.06187072,0
4517,323598.25911439,97079477.7343171,85623964.7373932
4518,67837.2224688005,20351166.7406402,8895653.74371619
4519,53343.0173621538,16002905.2086461,4547392.21172216
4520,200089.922928498,60026976.8785493,48571463.8816253
4521,18085.0793632753,5425523.80898259,0
4522,109710.707929575,32913212.3788724,21457699.3819484
4523,225642.268278362,67692680.4835087,56237167.4865847
4524,14220.9935395691,4266298.06187072,0
4525,200089.922928498,60026976.8785493,48571463.8816253
4526,47302.3087128325,14190692.6138497,2735179.61692577
4527,29248.3505028527,8774505.15085581,0
4528,200089.922928498,60026976.8785493,48571463.8816253
4529,37195.6248075908,11158687.4422772,0
4530,2643.6050968844,793081.529065321,0
4531,286953.110425736,86085933.1277208,74630420.1307968
4532,53343.0173621538,16002905.2086461,4547392.21172217
4533,86269.7496288714,25880924.8886614,14425411.8917374
4534,177431.194797873,53229358.439362,41773845.442438
4535,16037.0756931472,4811122.70794415,0
4536,20394.6219269718,6118386.57809154,0
4537,76500.3280901557,22950098.4270467,11494585.4301228
4538,9916.17584168146,2974852.75250444,0
4539,67837.2224688005,20351166.7406402,8895653.74371619
4540,32983.4908938551,9895047.26815652,0
4541,86269.7496288715,25880924.8886614,14425411.8917375
4542,177431.194797874,53229358.4393621,41773845.4424381
4543,18085.0793632753,5425523.80898259,0
4544,177431.194797873,53229358.439362,41773845.442438
4545,123721.238078044,37116371.4234133,25660858.4264893
4546,16037.0756931472,4811122.70794416,0
4547,139520.973298157,41856291.989447,30400778.992523
4548,157338.402787286,47201520.8361857,35746007.8392617
4549,76500.3280901558,22950098.4270467,11494585.4301228
4550,53343.0173621538,16002905.2086461,4547392.21172216
4551,225642.268278362,67692680.4835088,56237167.4865848
4552,76500.3280901558,22950098.4270467,11494585.4301228
4553,25936.1875882307,7780856.27646921,0
4554,86269.7496288715,25880924.8886615,14425411.8917375
4555,86269.7496288714,25880924.8886614,14425411.8917375
4556,97286.7683947342,29186030.5184203,17730517.5214963
4557,67837.2224688006,20351166.7406402,8895653.74371621
4558,177431.194797873,53229358.439362,41773845.442438
4559,29248.3505028527,8774505.15085582,0
4560,41945.6663722887,12583699.9116866,1128186.91476265
4561,123721.238078044,37116371.4234132,25660858.4264893
4562,97286.7683947342,29186030.5184203,17730517.5214963
4563,29248.3505028527,8774505.1508558,0
4564,76500.3280901558,22950098.4270467,11494585.4301228
4565,157338.402787286,47201520.8361857,35746007.8392618
4566,20394.6219269718,6118386.57809155,0
4567,47302.3087128325,14190692.6138497,2735179.61692577
4568,20394.6219269718,6118386.57809155,0
4569,41945.6663722886,12583699.9116866,1128186.91476262
4570,7797.47048653504,2339241.14596051,0
4571,16037.0756931472,4811122.70794415,0
4572,225642.268278362,67692680.4835087,56237167.4865847
4573,47302.3087128325,14190692.6138497,2735179.61692578
4574,29248.3505028527,8774505.15085582,0
4575,139520.973298157,41856291.989447,30400778.9925231
4576,97286.7683947341,29186030.5184202,17730517.5214963
4577,177431.194797873,53229358.439362,41773845.442438
4578,109710.707929575,32913212.3788724,21457699.3819484
4579,177431.194797873,53229358.439362,41773845.442438
4580,32983.490893855,9895047.26815651,0
4581,47302.3087128324,14190692.6138497,2735179.61692575
4582,76500.3280901558,22950098.4270467,11494585.4301228
4583,60155.1505355403,18046545.1606621,6591032.16373812
4584,18085.0793632753,5425523.80898259,0
4585,53343.0173621537,16002905.2086461,4547392.21172215
4586,47302.3087128324,14190692.6138497,2735179.61692575
4587,109710.707929575,32913212.3788724,21457699.3819484
4588,200089.922928497,60026976.8785492,48571463.8816252
4589,14220.9935395691,4266298.06187072,0
4590,157338.402787286,47201520.8361857,35746007.8392617
4591,37195.6248075908,11158687.4422772,0
4592,97286.7683947341,29186030.5184202,17730517.5214963
4593,53343.0173621538,16002905.2086461,4547392.21172217
4594,60155.1505355403,18046545.1606621,6591032.16373812
4595,12610.5694780055,3783170.84340164,0
4596,18085.0793632753,5425523.80898258,0
4597,37195.6248075908,11158687.4422772,0
4598,123721.238078044,37116371.4234132,25660858.4264892
4599,6914.46368001985,2074339.10400595,0
4600,60155.1505355403,18046545.1606621,6591032.16373813
4601,53343.0173621538,16002905.2086461,4547392.21172216
4602,86269.7496288713,25880924.8886614,14425411.8917374
4603,47302.3087128325,14190692.6138497,2735179.61692577
4604,200089.922928498,60026976.8785493,48571463.8816253
4605,86269.7496288714,25880924.8886614,14425411.8917374
4606,139520.973298157,41856291.989447,30400778.992523
4607,67837.2224688006,20351166.7406402,8895653.74371622
4608,20394.6219269718,6118386.57809155,0
4609,139520.973298157,41856291.989447,30400778.992523
4610,53343.0173621537,16002905.2086461,4547392.21172215
4611,41945.6663722887,12583699.9116866,1128186.91476265
4612,323598.259114391,97079477.7343172,85623964.7373933
4613,12610.5694780055,3783170.84340164,0
4614,76500.3280901557,22950098.4270467,11494585.4301227
4615,123721.238078044,37116371.4234133,25660858.4264893
4616,86269.7496288714,25880924.8886614,14425411.8917375
4617,254457.758235025,76337327.4705075,64881814.4735835
4618,157338.402787286,47201520.8361857,35746007.8392617
4619,25936.1875882307,7780856.27646921,0
4620,97286.7683947341,29186030.5184202,17730517.5214963
4621,76500.3280901558,22950098.4270467,11494585.4301228
4622,25936.1875882307,7780856.2764692,0
4623,76500.3280901557,22950098.4270467,11494585.4301228
4624,97286.7683947341,29186030.5184202,17730517.5214963
4625,18085.0793632753,5425523.80898259,0
4626,14220.9935395691,4266298.06187072,0
4627,20394.6219269718,6118386.57809154,0
4628,60155.1505355403,18046545.1606621,6591032.16373813
4629,109710.707929575,32913212.3788724,21457699.3819484
4630,29248.3505028527,8774505.1508558,0
4631,41945.6663722886,12583699.9116866,1128186.91476262
4632,286953.110425736,86085933.1277208,74630420.1307968
4633,25936.1875882307,7780856.2764692,0
4634,37195.6248075908,11158687.4422773,0
4635,86269.7496288714,25880924.8886614,14425411.8917375
4636,411525.410064902,123457623.019471,112002110.022547
4637,47302.3087128325,14190692.6138497,2735179.61692578
4638,200089.922928498,60026976.8785494,48571463.8816254
4639,4821.39574223268,1446418.7226698,0
4640,16037.0756931472,4811122.70794415,0
4641,76500.3280901557,22950098.4270467,11494585.4301228
4642,12610.5694780055,3783170.84340164,0
4643,53343.0173621538,16002905.2086461,4547392.21172216
4644,41945.6663722887,12583699.9116866,1128186.91476264
4645,67837.2224688006,20351166.7406402,8895653.7437162
4646,60155.1505355403,18046545.1606621,6591032.16373812
4647,109710.707929575,32913212.3788724,21457699.3819484
4648,25936.1875882307,7780856.2764692,0
4649,123721.238078044,37116371.4234132,25660858.4264892
4650,60155.1505355403,18046545.1606621,6591032.16373812
4651,16037.0756931472,4811122.70794415,0
4652,22999.1030279223,6899730.90837668,0
4653,32983.4908938551,9895047.26815652,0
4654,86269.7496288714,25880924.8886614,14425411.8917375
4655,18085.0793632753,5425523.80898259,0
4656,76500.3280901558,22950098.4270467,11494585.4301228
4657,41945.6663722887,12583699.9116866,1128186.91476264
4658,139520.973298157,41856291.989447,30400778.992523
4659,29248.3505028527,8774505.1508558,0
4660,32983.490893855,9895047.26815651,0
4661,16037.0756931472,4811122.70794415,0
4662,47302.3087128325,14190692.6138497,2735179.61692577
4663,86269.7496288714,25880924.8886614,14425411.8917375
4664,32983.4908938551,9895047.26815652,0
4665,86269.7496288715,25880924.8886615,14425411.8917375
4666,109710.707929575,32913212.3788724,21457699.3819484
4667,225642.268278362,67692680.4835087,56237167.4865847
4668,29248.3505028527,8774505.1508558,0
4669,123721.238078044,37116371.4234132,25660858.4264892
4670,157338.402787286,47201520.8361857,35746007.8392617
4671,53343.0173621537,16002905.2086461,4547392.21172216
4672,364923.151195341,109476945.358602,98021432.3616784
4673,97286.7683947341,29186030.5184202,17730517.5214963
4674,177431.194797873,53229358.439362,41773845.4424381
4675,109710.707929575,32913212.3788724,21457699.3819484
4676,32983.4908938551,9895047.26815652,0
4677,76500.3280901558,22950098.4270467,11494585.4301228
4678,37195.6248075909,11158687.4422773,0
4679,60155.1505355403,18046545.1606621,6591032.16373813
4680,32983.4908938551,9895047.26815652,0
4681,157338.402787286,47201520.8361857,35746007.8392617
4682,12610.5694780055,3783170.84340164,0
4683,18085.0793632753,5425523.80898259,0
4684,18085.0793632753,5425523.80898259,0
4685,60155.1505355403,18046545.1606621,6591032.16373813
4686,86269.7496288714,25880924.8886614,14425411.8917374
4687,11182.5142256848,3354754.26770545,0
4688,47302.3087128324,14190692.6138497,2735179.61692576
4689,86269.7496288713,25880924.8886614,14425411.8917374
4690,37195.6248075908,11158687.4422772,0
4691,29248.3505028527,8774505.1508558,0
4692,67837.2224688006,20351166.7406402,8895653.74371621
4693,25936.1875882307,7780856.27646921,0
4694,29248.3505028527,8774505.15085581,0
4695,200089.922928497,60026976.8785492,48571463.8816252
4696,22999.1030279223,6899730.90837669,0
4697,37195.6248075908,11158687.4422772,0
4698,18085.0793632753,5425523.80898259,0
4699,18085.0793632753,5425523.80898259,0
4700,18085.0793632753,5425523.8089826,0
4701,18085.0793632753,5425523.80898259,0
4702,411525.410064902,123457623.019471,112002110.022547
4703,41945.6663722887,12583699.9116866,1128186.91476264
4704,53343.0173621538,16002905.2086461,4547392.21172216
4705,29248.3505028527,8774505.15085581,0
4706,109710.707929575,32913212.3788724,21457699.3819484
4707,41945.6663722886,12583699.9116866,1128186.91476262
4708,177431.194797873,53229358.439362,41773845.442438
4709,139520.973298157,41856291.989447,30400778.992523
4710,20394.6219269718,6118386.57809155,0
4711,139520.973298157,41856291.989447,30400778.992523
4712,60155.1505355403,18046545.1606621,6591032.16373811
4713,8793.24106713804,2637972.32014141,0
4714,464078.978202267,139223693.46068,127768180.463756
4715,76500.3280901557,22950098.4270467,11494585.4301227
4716,86269.7496288714,25880924.8886614,14425411.8917375
4717,47302.3087128324,14190692.6138497,2735179.61692577
4718,86269.7496288714,25880924.8886614,14425411.8917375
4719,200089.922928498,60026976.8785493,48571463.8816254
4720,60155.1505355403,18046545.1606621,6591032.16373813
4721,109710.707929575,32913212.3788724,21457699.3819484
4722,20394.6219269718,6118386.57809155,0
4723,29248.3505028527,8774505.15085581,0
4724,109710.707929575,32913212.3788724,21457699.3819484
4725,41945.6663722887,12583699.9116866,1128186.91476264
4726,41945.6663722887,12583699.9116866,1128186.91476264
4727,109710.707929575,32913212.3788724,21457699.3819484
4728,41945.6663722887,12583699.9116866,1128186.91476263
4729,32983.4908938551,9895047.26815652,0
4730,109710.707929575,32913212.3788724,21457699.3819485
4731,139520.973298157,41856291.989447,30400778.992523
4732,37195.6248075908,11158687.4422773,0
4733,29248.3505028527,8774505.15085582,0
4734,86269.7496288714,25880924.8886614,14425411.8917375
4735,123721.238078044,37116371.4234132,25660858.4264892
4736,60155.1505355403,18046545.1606621,6591032.16373813
4737,109710.707929575,32913212.3788724,21457699.3819484
4738,97286.7683947341,29186030.5184202,17730517.5214963
4739,67837.2224688006,20351166.7406402,8895653.74371621
4740,76500.3280901558,22950098.4270467,11494585.4301228
4741,225642.268278362,67692680.4835086,56237167.4865847
4742,123721.238078044,37116371.4234132,25660858.4264892
4743,411525.410064903,123457623.019471,112002110.022547
4744,76500.3280901557,22950098.4270467,11494585.4301227
4745,200089.922928498,60026976.8785493,48571463.8816253
4746,67837.2224688006,20351166.7406402,8895653.7437162
4747,22999.1030279223,6899730.90837669,0
4748,97286.768394734,29186030.5184202,17730517.5214962
4749,97286.768394734,29186030.5184202,17730517.5214962
4750,157338.402787286,47201520.8361857,35746007.8392617
4751,177431.194797873,53229358.439362,41773845.442438
4752,177431.194797873,53229358.439362,41773845.4424381
4753,86269.7496288715,25880924.8886614,14425411.8917375
4754,7797.47048653503,2339241.14596051,0
4755,123721.238078044,37116371.4234132,25660858.4264892
4756,29248.3505028527,8774505.15085581,0
4757,97286.7683947341,29186030.5184202,17730517.5214963
4758,47302.3087128324,14190692.6138497,2735179.61692576
4759,86269.7496288715,25880924.8886615,14425411.8917375
4760,286953.110425736,86085933.1277207,74630420.1307967
4761,32983.490893855,9895047.26815651,0
4762,67837.2224688006,20351166.7406402,8895653.74371621
4763,109710.707929575,32913212.3788724,21457699.3819484
4764,109710.707929575,32913212.3788724,21457699.3819484
4765,139520.973298157,41856291.989447,30400778.992523
4766,41945.6663722887,12583699.9116866,1128186.91476263
4767,22999.1030279223,6899730.90837669,0
4768,97286.7683947342,29186030.5184203,17730517.5214963
4769,47302.3087128324,14190692.6138497,2735179.61692575
4770,16037.0756931472,4811122.70794416,0
4771,29248.3505028526,8774505.15085579,0
4772,86269.7496288714,25880924.8886614,14425411.8917374
4773,32983.490893855,9895047.26815651,0
4774,97286.7683947342,29186030.5184203,17730517.5214963
4775,25936.1875882307,7780856.2764692,0
4776,8793.24106713804,2637972.32014141,0
4777,9916.17584168147,2974852.75250444,0
4778,177431.194797873,53229358.439362,41773845.4424381
4779,67837.2224688006,20351166.7406402,8895653.74371622
4780,123721.238078044,37116371.4234132,25660858.4264892
4781,16037.0756931472,4811122.70794415,0
4782,286953.110425736,86085933.1277209,74630420.1307969
4783,18085.0793632753,5425523.80898259,0
4784,411525.410064902,123457623.01947,112002110.022547
4785,29248.3505028527,8774505.15085581,0
4786,16037.0756931472,4811122.70794415,0
4787,97286.7683947341,29186030.5184202,17730517.5214963
4788,60155.1505355403,18046545.1606621,6591032.16373813
4789,86269.7496288714,25880924.8886614,14425411.8917375
4790,60155.1505355403,18046545.1606621,6591032.16373812
4791,157338.402787286,47201520.8361856,35746007.8392617
4792,123721.238078044,37116371.4234132,25660858.4264893
4793,225642.268278362,67692680.4835087,56237167.4865847
4794,29248.3505028527,8774505.15085581,0
4795,86269.7496288714,25880924.8886614,14425411.8917375
4796,157338.402787286,47201520.8361858,35746007.8392618
4797,53343.0173621538,16002905.2086461,4547392.21172217
4798,67837.2224688006,20351166.7406402,8895653.74371622
4799,200089.922928498,60026976.8785493,48571463.8816254
4800,12610.5694780055,3783170.84340164,0
4801,157338.402787286,47201520.8361857,35746007.8392617
4802,60155.1505355403,18046545.1606621,6591032.16373813
4803,67837.2224688006,20351166.7406402,8895653.74371622
4804,32983.490893855,9895047.26815649,0
4805,25936.1875882307,7780856.2764692,0
4806,18085.0793632753,5425523.80898259,0
4807,157338.402787286,47201520.8361857,35746007.8392617
4808,76500.3280901558,22950098.4270467,11494585.4301228
4809,25936.1875882307,7780856.27646921,0
4810,60155.1505355404,18046545.1606621,6591032.16373814
4811,22999.1030279223,6899730.90837668,0
4812,18085.0793632753,5425523.80898259,0
4813,11182.5142256848,3354754.26770545,0
4814,76500.3280901558,22950098.4270467,11494585.4301228
4815,53343.0173621537,16002905.2086461,4547392.21172216
4816,67837.2224688006,20351166.7406402,8895653.74371622
4817,67837.2224688006,20351166.7406402,8895653.74371621
4818,200089.922928498,60026976.8785493,48571463.8816254
4819,53343.0173621538,16002905.2086461,4547392.21172216
4820,37195.6248075908,11158687.4422773,0
4821,67837.2224688006,20351166.7406402,8895653.74371621
4822,139520.973298157,41856291.989447,30400778.992523
4823,67837.2224688006,20351166.7406402,8895653.74371622
4824,139520.973298157,41856291.9894471,30400778.9925231
4825,4821.39574223268,1446418.7226698,0
4826,86269.7496288714,25880924.8886614,14425411.8917375
4827,32983.490893855,9895047.26815651,0
4828,53343.0173621538,16002905.2086461,4547392.21172217
4829,32983.4908938551,9895047.26815652,0
4830,32983.4908938551,9895047.26815652,0
4831,86269.7496288714,25880924.8886614,14425411.8917375
4832,60155.1505355403,18046545.1606621,6591032.16373811
4833,32983.490893855,9895047.26815651,0
4834,97286.7683947342,29186030.5184203,17730517.5214963
4835,29248.3505028527,8774505.15085581,0
4836,60155.1505355403,18046545.1606621,6591032.16373811
4837,9916.17584168147,2974852.75250444,0
4838,177431.194797874,53229358.4393621,41773845.4424381
4839,41945.6663722887,12583699.9116866,1128186.91476265
4840,32983.490893855,9895047.26815651,0
4841,53343.0173621537,16002905.2086461,4547392.21172215
4842,76500.3280901558,22950098.4270467,11494585.4301228
4843,86269.7496288714,25880924.8886614,14425411.8917374
4844,16037.0756931472,4811122.70794415,0
4845,97286.7683947343,29186030.5184203,17730517.5214963
4846,97286.7683947342,29186030.5184203,17730517.5214963
4847,109710.707929575,32913212.3788724,21457699.3819484
4848,76500.3280901558,22950098.4270467,11494585.4301228
4849,157338.402787286,47201520.8361857,35746007.8392617
4850,53343.0173621537,16002905.2086461,4547392.21172215
4851,32983.4908938551,9895047.26815652,0
4852,32983.4908938551,9895047.26815653,0
4853,86269.7496288714,25880924.8886614,14425411.8917374
4854,67837.2224688006,20351166.7406402,8895653.7437162
4855,67837.2224688006,20351166.7406402,8895653.74371621
4856,86269.7496288714,25880924.8886614,14425411.8917375
4857,53343.0173621538,16002905.2086461,4547392.21172216
4858,8793.24106713804,2637972.32014141,0
4859,53343.0173621538,16002905.2086461,4547392.21172217
4860,12610.5694780055,3783170.84340164,0
4861,60155.1505355403,18046545.1606621,6591032.16373814
4862,123721.238078044,37116371.4234132,25660858.4264893
4863,47302.3087128325,14190692.6138497,2735179.61692577
4864,29248.3505028527,8774505.1508558,0
4865,139520.973298157,41856291.989447,30400778.992523
4866,32983.4908938551,9895047.26815652,0
4867,29248.3505028527,8774505.15085581,0
4868,254457.758235025,76337327.4705075,64881814.4735836
4869,123721.238078044,37116371.4234132,25660858.4264892
4870,41945.6663722887,12583699.9116866,1128186.91476265
4871,29248.3505028527,8774505.15085582,0
4872,76500.3280901558,22950098.4270467,11494585.4301228
4873,109710.707929575,32913212.3788724,21457699.3819484
4874,67837.2224688006,20351166.7406402,8895653.74371622
4875,18085.0793632753,5425523.8089826,0
4876,20394.6219269718,6118386.57809155,0
4877,4275.40774976171,1282622.32492851,0
4878,53343.0173621537,16002905.2086461,4547392.21172215
4879,86269.7496288714,25880924.8886614,14425411.8917375
4880,22999.1030279223,6899730.90837668,0
4881,22999.1030279223,6899730.90837669,0
4882,86269.7496288715,25880924.8886615,14425411.8917375
4883,60155.1505355403,18046545.1606621,6591032.16373813
4884,323598.259114391,97079477.7343173,85623964.7373933
4885,20394.6219269718,6118386.57809155,0
4886,157338.402787285,47201520.8361856,35746007.8392617
4887,97286.7683947342,29186030.5184203,17730517.5214963
4888,200089.922928497,60026976.8785492,48571463.8816252
4889,32983.4908938551,9895047.26815652,0
4890,86269.7496288715,25880924.8886614,14425411.8917375
4891,37195.6248075908,11158687.4422772,0
4892,16037.0756931472,4811122.70794415,0
4893,60155.1505355403,18046545.1606621,6591032.16373812
4894,41945.6663722887,12583699.9116866,1128186.91476264
4895,41945.6663722887,12583699.9116866,1128186.91476264
4896,32983.490893855,9895047.26815651,0
4897,123721.238078044,37116371.4234132,25660858.4264893
4898,16037.0756931472,4811122.70794415,0
4899,76500.3280901558,22950098.4270467,11494585.4301228
4900,60155.1505355403,18046545.1606621,6591032.16373813
4901,37195.6248075908,11158687.4422773,0
4902,32983.4908938551,9895047.26815652,0
4903,37195.6248075908,11158687.4422772,0
4904,18085.0793632753,5425523.80898259,0
4905,53343.0173621538,16002905.2086461,4547392.21172216
4906,225642.268278362,67692680.4835087,56237167.4865848
4907,32983.4908938551,9895047.26815652,0
4908,37195.6248075908,11158687.4422772,0
4909,25936.1875882307,7780856.27646921,0
4910,60155.1505355402,18046545.1606621,6591032.16373811
4911,25936.1875882307,7780856.2764692,0
4912,18085.0793632753,5425523.8089826,0
4913,76500.3280901557,22950098.4270467,11494585.4301227
4914,411525.410064901,123457623.01947,112002110.022546
4915,200089.922928497,60026976.8785492,48571463.8816253
4916,97286.7683947342,29186030.5184203,17730517.5214963
4917,67837.2224688006,20351166.7406402,8895653.74371622
4918,67837.2224688005,20351166.7406402,8895653.74371619
4919,29248.3505028527,8774505.15085581,0
4920,67837.2224688006,20351166.7406402,8895653.74371621
4921,157338.402787286,47201520.8361857,35746007.8392618
4922,225642.268278362,67692680.4835088,56237167.4865848
4923,109710.707929575,32913212.3788724,21457699.3819484
4924,86269.7496288714,25880924.8886614,14425411.8917375
4925,53343.0173621538,16002905.2086461,4547392.21172217
4926,109710.707929575,32913212.3788724,21457699.3819485
4927,8793.24106713804,2637972.32014141,0
4928,97286.7683947341,29186030.5184202,17730517.5214963
4929,29248.3505028527,8774505.1508558,0
4930,76500.3280901558,22950098.4270467,11494585.4301228
4931,53343.0173621537,16002905.2086461,4547392.21172215
4932,14220.9935395691,4266298.06187072,0
4933,60155.1505355403,18046545.1606621,6591032.16373813
4934,60155.1505355403,18046545.1606621,6591032.16373813
4935,22999.1030279223,6899730.90837668,0
4936,123721.238078044,37116371.4234132,25660858.4264893
4937,47302.3087128325,14190692.6138497,2735179.61692578
4938,14220.9935395691,4266298.06187072,0
4939,76500.3280901558,22950098.4270467,11494585.4301228
4940,60155.1505355404,18046545.1606621,6591032.16373814
4941,14220.9935395691,4266298.06187072,0
4942,200089.922928498,60026976.8785493,48571463.8816253
4943,76500.3280901558,22950098.4270467,11494585.4301228
4944,32983.4908938551,9895047.26815652,0
4945,76500.3280901559,22950098.4270468,11494585.4301228
4946,53343.0173621538,16002905.2086461,4547392.21172216
4947,97286.7683947341,29186030.5184202,17730517.5214963
4948,37195.6248075909,11158687.4422773,0
4949,18085.0793632753,5425523.80898259,0
4950,60155.1505355404,18046545.1606621,6591032.16373815
4951,25936.1875882307,7780856.27646921,0
4952,53343.0173621537,16002905.2086461,4547392.21172215
4953,37195.6248075908,11158687.4422772,0
4954,32983.4908938551,9895047.26815652,0
4955,123721.238078044,37116371.4234132,25660858.4264892
4956,18085.0793632753,5425523.80898259,0
4957,25936.1875882307,7780856.2764692,0
4958,109710.707929575,32913212.3788724,21457699.3819484
4959,53343.0173621538,16002905.2086461,4547392.21172216
4960,25936.1875882307,7780856.2764692,0
4961,41945.6663722887,12583699.9116866,1128186.91476264
4962,76500.3280901558,22950098.4270467,11494585.4301228
4963,200089.922928498,60026976.8785493,48571463.8816253
4964,12610.5694780055,3783170.84340164,0
4965,47302.3087128324,14190692.6138497,2735179.61692577
4966,76500.3280901557,22950098.4270467,11494585.4301227
4967,18085.0793632753,5425523.80898258,0
4968,60155.1505355403,18046545.1606621,6591032.16373813
4969,22999.1030279223,6899730.90837669,0
4970,41945.6663722887,12583699.9116866,1128186.91476264
4971,86269.7496288715,25880924.8886614,14425411.8917375
4972,37195.6248075908,11158687.4422773,0
4973,60155.1505355404,18046545.1606621,6591032.16373814
4974,22999.1030279223,6899730.90837668,0
4975,123721.238078044,37116371.4234132,25660858.4264893
4976,109710.707929575,32913212.3788724,21457699.3819484
4977,18085.0793632753,5425523.8089826,0
4978,139520.973298157,41856291.989447,30400778.992523
4979,86269.7496288714,25880924.8886614,14425411.8917375
4980,3791.24892541136,1137374.67762341,0
4981,22999.1030279223,6899730.90837668,0
4982,16037.0756931472,4811122.70794415,0
4983,53343.0173621537,16002905.2086461,4547392.21172214
4984,86269.7496288714,25880924.8886614,14425411.8917375
4985,18085.0793632753,5425523.80898259,0
4986,177431.194797873,53229358.439362,41773845.442438
4987,25936.1875882307,7780856.27646921,0
4988,225642.268278362,67692680.4835087,56237167.4865847
4989,37195.6248075908,11158687.4422772,0
4990,20394.6219269718,6118386.57809154,0
4991,11182.5142256848,3354754.26770545,0
4992,47302.3087128324,14190692.6138497,2735179.61692577
4993,109710.707929575,32913212.3788724,21457699.3819484
4994,123721.238078044,37116371.4234133,25660858.4264893
4995,157338.402787285,47201520.8361856,35746007.8392617
4996,47302.3087128324,14190692.6138497,2735179.61692577
4997,60155.1505355403,18046545.1606621,6591032.16373812
4998,29248.3505028527,8774505.1508558,0
4999,53343.0173621537,16002905.2086461,4547392.21172215
5000,32983.4908938551,9895047.26815653,0
5001,37195.6248075908,11158687.4422772,0
5002,97286.7683947342,29186030.5184203,17730517.5214963
5003,22999.1030279223,6899730.90837669,0
5004,86269.7496288715,25880924.8886615,14425411.8917375
5005,20394.6219269718,6118386.57809155,0
5006,411525.410064902,123457623.019471,112002110.022547
5007,22999.1030279223,6899730.90837669,0
5008,97286.7683947342,29186030.5184203,17730517.5214963
5009,76500.3280901558,22950098.4270467,11494585.4301228
5010,37195.6248075908,11158687.4422773,0
5011,22999.1030279223,6899730.90837668,0
5012,32983.4908938551,9895047.26815652,0
5013,157338.402787286,47201520.8361857,35746007.8392618
5014,86269.7496288714,25880924.8886614,14425411.8917375
5015,60155.1505355404,18046545.1606621,6591032.16373815
5016,109710.707929575,32913212.3788724,21457699.3819484
5017,200089.922928498,60026976.8785493,48571463.8816253
5018,29248.3505028527,8774505.15085582,0
5019,123721.238078044,37116371.4234132,25660858.4264892
5020,6914.46368001984,2074339.10400595,0
5021,25936.1875882307,7780856.2764692,0
5022,177431.194797874,53229358.4393621,41773845.4424381
5023,47302.3087128324,14190692.6138497,2735179.61692577
5024,123721.238078044,37116371.4234132,25660858.4264892
5025,16037.0756931471,4811122.70794414,0
5026,25936.1875882307,7780856.27646921,0
5027,123721.238078044,37116371.4234132,25660858.4264892
5028,200089.922928498,60026976.8785493,48571463.8816253
5029,225642.268278362,67692680.4835087,56237167.4865847
5030,20394.6219269718,6118386.57809154,0
5031,67837.2224688006,20351166.7406402,8895653.74371621
5032,86269.7496288714,25880924.8886614,14425411.8917374
5033,7797.47048653504,2339241.14596051,0
5034,41945.6663722887,12583699.9116866,1128186.91476264
5035,8793.24106713804,2637972.32014141,0
5036,25936.1875882307,7780856.2764692,0
5037,41945.6663722887,12583699.9116866,1128186.91476264
5038,76500.3280901559,22950098.4270468,11494585.4301228
5039,20394.6219269718,6118386.57809155,0
5040,18085.0793632753,5425523.80898258,0
5041,41945.6663722887,12583699.9116866,1128186.91476264
5042,286953.110425736,86085933.1277208,74630420.1307969
5043,97286.7683947342,29186030.5184203,17730517.5214963
5044,97286.7683947343,29186030.5184203,17730517.5214963
5045,86269.7496288714,25880924.8886614,14425411.8917374
5046,32983.4908938551,9895047.26815652,0
5047,32983.4908938551,9895047.26815652,0
5048,11182.5142256848,3354754.26770545,0
5049,67837.2224688007,20351166.7406402,8895653.74371624
5050,76500.3280901558,22950098.4270467,11494585.4301228
5051,25936.1875882307,7780856.2764692,0
5052,41945.6663722887,12583699.9116866,1128186.91476264
5053,41945.6663722886,12583699.9116866,1128186.91476262
5054,177431.194797873,53229358.439362,41773845.442438
5055,67837.2224688006,20351166.7406402,8895653.74371622
5056,25936.1875882307,7780856.27646921,0
5057,20394.6219269718,6118386.57809155,0
