"simulacion","acciones.CRC","bonos.cero.cupon.CRC","bonos.cuponados.CRC","acciones.USD","bonos.cero.cupon.USD","bonos.cuponados.USD","portafolio.CRC","portafolio.USD","tipo.cambio","total.portafolio","total.portafolio.TCF","Ut.tasa.corta.CRC","Ut.tasa.corta.USD"
9017,19790506.1697733,30514877.1108801,224076663.216457,58787.9889377545,36099.6121996687,44047.0898927108,274382046.49711,138934.691030134,601.857259963179,358000898.954337,343597920.221412,38,35
9018,19790506.1697733,38943747.9833201,262617212.800814,82581.4081544015,37108.4894138651,46172.831822541,321351466.953908,165862.729390807,601.857259963179,421177154.795073,403982620.109114,48,42
9019,12237027.6807518,33171001.7993926,237269218.246132,126291.576451414,36814.3087037985,45553.0096386005,282677247.726277,208658.894793813,601.857259963179,408260118.413826,386629022.523606,42,40
9020,28381975.5597865,32466679.3506555,234044297.288737,45561.0100609715,36381.2297842782,44635.1490664943,294892952.199179,126577.388911744,601.857259963179,371074472.662895,357952541.581121,41,37
9021,8532773.60152262,35727173.2733416,248827434.315293,97876.6562573048,37111.773377924,46180.5950459516,293087381.190157,181169.02468118,601.857259963179,402125273.974974,383343977.596074,45,42
9022,19790506.1697733,42884860.8298864,278027347.723105,64001.0389155454,37256.7943839216,46495.0751113708,340702714.722765,147752.908410838,601.857259963179,429628875.330503,414311736.16396,51,43
9023,15562036.2361616,40201320.6089594,267850189.683632,53999.5553495006,37110.0704895106,46177.5162825554,323613546.528753,137287.142121567,601.857259963179,406240809.714215,392008627.862297,49,42
9024,22317839.0853814,28535710.991421,213436039.488828,69676.358322211,38027.7616537212,48134.1575106599,264289589.565631,155838.277486592,601.857259963179,358081988.251093,341926661.026676,34,48
9025,15562036.2361616,31758124.3583678,230423422.994025,97876.6562573047,37252.6610372659,46483.774477748,277743583.588554,181613.091772319,601.857259963179,387048741.376083,368221409.778605,40,43
9026,10851273.3194782,33863126.670166,240196074.204403,32433.9365883598,37118.4652203738,46188.566448153,284910474.194047,115740.968256887,601.857259963179,354570016.214622,342571467.169946,43,42
9027,10851273.3194782,29943861.8779478,221120527.749561,64001.0389155454,37403.8604379711,46808.0881071268,261915662.946987,148212.987460643,601.857259963179,351118725.471006,335753891.170004,37,44
9028,10851273.3194782,36710177.8709816,253214857.833492,58787.9889377545,35551.6997581559,42905.7717515513,300776309.023951,137245.460447462,601.857259963179,383378485.791246,369150624.964272,46,31
9029,25167923.304646,35722284.1672823,248766096.734346,82581.4081544014,37411.1544576118,46810.13811125,309656304.206274,166802.700723263,601.857259963179,410047720.618035,392755741.679596,45,44
9030,51762926.4224746,28100954.8445525,210991367.042681,41849.948076495,35820.9006356481,43469.4972546529,290855248.309708,121140.345966796,601.857259963179,363764445.004275,351206157.266906,33,33
9031,17549375.3206771,51923331.7448635,310424144.593175,49601.152048784,37409.5737771857,46815.8701588044,379896851.658715,133826.595984774,601.857259963179,460441360.028311,446567923.51237,56,44
9032,12237027.6807518,33943676.1511356,240666399.705218,58787.9889377545,38021.4438038573,48126.6881352135,286847103.537106,144936.120876825,601.857259963179,374077960.117724,359052829.596731,43,48
9033,22317839.0853814,31744563.1901235,230317988.067506,64001.0389155453,37564.1653413135,47143.1632144582,284380390.343011,148708.367471317,601.857259963179,373881600.922895,358465411.933546,40,45
9034,15562036.2361616,31763059.3919468,230406433.541015,89904.3497233172,37862.9167796527,47788.6191260092,277731529.169123,175555.885628979,601.857259963179,383391113.46419,365191715.830624,40,47
9035,17549375.3206771,30479668.3642667,223901843.563841,75854.9390964018,37561.6122536253,47137.6751325305,271930887.248785,160554.226482558,601.857259963179,368561614.075084,351917397.34013,38,45
9036,15562036.2361616,32522318.0195318,234315406.606157,49601.152048784,37714.7470219184,47466.8953479238,282399760.86185,134782.794418626,601.857259963179,363519764.200825,349547201.213266,41,46
9037,25167923.304646,35710069.9546484,248801337.152152,97876.6562573047,36964.526499315,45867.0306521405,309679330.411446,180708.21340876,601.857259963179,418439880.586484,399706355.249557,45,41
9038,8532773.60152262,31792092.6139499,230634784.523443,58787.9889377545,36809.6863854957,45543.0721344194,270959650.738916,141140.74745767,601.857259963179,355906234.272944,341274559.714852,40,40
9039,25167923.304646,36730334.8504369,253304148.316484,82581.4081544014,36816.1337060989,45555.9613227557,315202406.471567,164953.503183256,601.857259963179,414480869.918769,397380592.222433,46,40
9040,7566499.06651688,30008403.4765025,221511935.733442,49601.1520487839,36096.8119966257,44045.1784562223,259086838.276461,129743.142501632,601.857259963179,337173690.521506,323723574.439349,37,35
9041,28381975.5597864,31833598.5318006,230903425.983672,58787.9889377545,36666.8253108054,45241.505663033,291119000.075259,140696.319911593,601.857259963179,375798101.664153,361212499.692015,40,39
9042,5949829.25873124,29984782.0491414,221378796.734425,49601.152048784,37718.6369387793,47463.3703864157,257313408.042298,134783.159373979,601.857259963179,338433631.032301,324461030.210821,37,46
9043,13799748.8452063,29526347.7651654,219091368.775361,58787.9889377544,35820.0481442314,43471.162573482,262417465.385733,138079.199655468,601.857259963179,345521434.148281,331207141.86209,36,33
9044,7566499.06651689,31716256.1781862,230193926.328595,116004.801252593,36963.5531850328,45864.4569967754,269476681.573298,198832.811434401,601.857259963179,389145652.653982,368533199.901803,40,41
9045,9622445.5583469,33205443.5650566,237449570.498545,82581.4081544014,37872.7591531014,47800.8842345501,280277459.621948,168255.051542053,601.857259963179,381542983.918012,364100443.749684,42,47
9046,19790506.1697733,29442225.6406791,218474717.7767,53999.5553495007,37715.2332047999,47469.0432141572,267707449.587152,139183.831768458,601.857259963179,351476249.206492,337047442.73588,36,46
9047,36093841.0566799,31773552.8949383,230511371.493077,75854.9390964019,37119.5605411756,46186.7037834774,298378765.444695,159161.203421055,601.857259963179,394171091.228133,377671285.37703,40,42
9048,15562036.2361616,32462979.0006853,233844223.722265,45561.0100609715,38027.2755680665,48132.9371552822,281869238.959112,131721.22278432,601.857259963179,361146613.183082,347491434.938032,41,48
9049,10851273.3194782,32474083.3817439,233973678.514326,137490.535825791,36668.893715692,45246.3649968211,277299035.215548,219405.794538304,601.857259963179,409350005.536416,386604807.996586,41,39
9050,17549375.3206771,38885905.6591336,262195016.00795,271306.478938597,36671.0841108638,45249.4989622392,318630296.987761,353227.0620117,601.857259963179,531222568.674967,494604487.01137,48,39
9051,19790506.1697733,28898106.1910376,215362367.926018,64001.0389155454,37868.505460538,47797.9085010153,264050980.286829,149667.452877099,601.857259963179,354129423.381108,338613808.635671,35,47
9052,8532773.60152263,37757936.4892813,257495552.164518,89904.3497233172,37563.0711061664,47139.9570562326,303786262.255322,174607.377885716,601.857259963179,408874980.278975,390773911.844207,47,45
9053,58373275.1742174,29505107.9270603,218936243.564139,82581.4081544014,38336.8203097551,48809.7389439167,306814626.665417,169727.967408073,601.857259963179,408966636.06876,391371402.748445,36,50
9054,25167923.304646,47914109.7096212,296648430.482706,41849.948076495,36962.9448965564,45861.9281012536,369730463.496973,124674.821074305,601.857259963179,444766909.695154,431842212.607981,54,41
9055,28381975.5597865,27665533.1756979,208501567.533632,49601.152048784,36957.5930507141,45856.8086930832,264549076.269117,132415.553792581,601.857259963179,344244338.651227,330517181.013043,32,41
9056,15562036.2361616,33177145.0439494,237179647.904643,27365.4644312332,36663.4191649937,45235.7243427867,285918829.184754,109264.607939014,601.857259963179,351680526.72988,340353364.213891,42,39
9057,74234286.8859794,31757507.6179567,230431546.120652,75854.9390964018,36241.2690829964,44347.8756547785,336423340.624588,156444.083834177,601.857259963179,430580348.258475,414362218.749936,40,36
9058,15562036.2361616,41477731.9743873,272747604.544688,126291.576451414,35824.3110986448,43473.5492593159,329787372.755237,205589.436809375,601.857259963179,453522867.8707,432209974.279299,50,33
9059,13799748.8452063,31104969.3084627,227163554.880841,89904.3497233172,36965.0131807895,45861.7534519676,272068273.03451,172731.116356074,601.857259963179,376027749.434958,358121187.891943,39,41
9060,17549375.3206771,29468958.4931132,218666952.565999,82581.4081544014,37566.8404838596,47147.6967227247,265685286.37979,167295.945360986,601.857259963179,366373565.657702,349030453.399179,36,45
9061,25167923.304646,41447380.6184216,272412294.113058,69676.3583222109,37108.7326451236,46173.666810215,339027598.036125,152958.757777549,601.857259963179,431086936.879493,415230121.573323,50,42
9062,8532773.60152262,35741852.3308523,248990787.054264,41849.948076495,35411.7275490728,42621.3887467075,293265412.986638,119883.064372275,601.857259963179,365417905.625725,352989956.826262,45,30
9063,17549375.3206771,29894442.3706833,220774727.725715,69676.358322211,36525.8364051613,44937.0317450861,268218545.417076,151139.226472458,601.857259963179,359182786.134744,343514596.65339,37,38
9064,13799748.8452063,28907398.5565783,215494790.469992,75854.9390964018,37112.8681968188,46176.6883077963,258201937.871777,159144.495601017,601.857259963179,353984207.932427,337486134.135248,35,42
9065,32006476.1373305,35732675.8557689,248901518.373959,27365.4644312332,38342.0424874622,48813.7096136165,316640670.367058,114521.216532312,601.857259963179,385566095.956845,373693995.231291,45,50
9066,22317839.0853814,31793329.5842825,230720995.943715,97876.6562573047,37877.014086506,47810.4984684009,284832164.613379,183564.168812212,601.857259963179,395311592.282115,376281997.873934,40,47
9067,7566499.06651689,33943676.1511356,240857230.230682,64001.0389155454,36962.5799356361,45861.2119948106,282367405.448334,146824.830845992,601.857259963179,370734995.83586,355514067.927499,43,41
9068,40703180.0887759,33164247.777158,237211055.479578,69676.358322211,37565.3812543996,47142.8587585849,311078483.345512,154384.598335195,601.857259963179,403995974.680049,387991346.390123,42,45
9069,22317839.0853814,29956867.2877892,221292965.510524,69676.3583222109,38344.8365135464,48815.5871226385,273567671.883695,156836.781958396,601.857259963179,367961027.734617,351702188.287548,37,50
9070,28381975.5597864,31764910.5385236,230487697.346697,49601.152048784,36959.1740736581,45858.9367735846,290634583.445007,132419.262896027,601.857259963179,370332078.177954,356604536.027179,40,41
9071,15562036.2361616,28521343.9441515,213415446.511521,53999.5553495007,37414.3163322315,46822.6203583221,257498826.691834,138236.492040054,601.857259963179,340697463.017983,326366864.661269,34,44
9072,40703180.0887759,34916184.1139673,245522216.670461,89904.3497233172,36381.1080697961,44639.1749398099,321141580.873204,170924.632732923,601.857259963179,424013811.990054,406294523.654419,44,37
9073,25167923.304646,27628088.5622545,208094290.306438,149682.567696315,37557.479630242,47131.8292370523,260890302.173338,234371.876563609,601.857259963179,401948717.61434,377652027.358563,32,45
9074,7566499.06651688,30566325.7624976,224453224.578254,69676.3583222109,36094.2557581868,44041.905380458,262586049.407269,149812.519460856,601.857259963179,352751801.87816,337221148.477472,38,35
9075,28381975.5597865,30465489.7158587,223714884.807722,49601.152048784,35964.6492526713,43761.9405291886,282562350.083367,129327.741830644,601.857259963179,360399190.418784,346992137.785975,38,34
9076,19790506.1697733,31853471.3710661,231069266.549475,75854.9390964018,36814.3087037985,45553.4697814636,282713244.090314,158222.717581664,601.857259963179,377940735.357942,361538219.762323,40,40
9077,28381975.5597864,30550186.3455519,224391590.923517,69676.358322211,38024.6023865723,48128.4157074534,283323752.828855,155829.376416237,601.857259963179,377110794.340502,360956389.86566,38,48
9078,32006476.1373305,30561357.553178,224474615.681819,82581.4081544014,36522.3072734088,44941.5399337462,287042449.372327,164045.255361556,601.857259963179,385774277.274194,368768155.140901,38,38
9079,22317839.0853814,31811279.5615133,230755870.804197,69676.358322211,37713.8962408706,47462.0614224674,284884989.451092,154852.315985549,601.857259963179,378083980.049107,362030864.751932,40,46
9080,10851273.3194782,33242452.6294401,237759012.708282,27365.4644312332,36376.7270238866,44632.4620846972,281852738.6572,108374.653539817,601.857259963179,347078810.686134,335843907.304202,42,37
9081,51762926.4224746,34014902.2651753,241262953.727796,64001.0389155454,36525.2278733208,44942.6613535969,327040782.415446,145468.928142463,601.857259963179,414592312.91705,399511947.72674,43,38
9082,25167923.304646,29427329.9520208,218324012.510341,97876.6562573047,36536.0635321463,44947.863642955,272919265.767008,179360.583432406,601.857259963179,380868735.057033,362274914.827198,36,38
9083,51762926.4224746,29911716.7168534,220914721.229897,49601.152048784,36376.9703808471,44633.1325930571,302589364.369225,130611.255022688,601.857259963179,381198696.437532,367658585.508978,37,37
9084,10851273.3194782,31861553.7989176,231100660.554005,69676.358322211,36809.8080066992,45545.2338604789,273813487.672401,152031.400189389,601.857259963179,365314689.618752,349554010.932753,40,40
9085,22317839.0853814,30499422.3234898,224017836.399236,41849.948076495,38656.9777074457,49506.4695254515,276835097.808107,130013.395309392,601.857259963179,355084603.667528,341606471.217293,38,52
9086,22317839.0853814,32419275.7130657,233625171.483374,75854.9390964018,38500.3769181197,49155.5951943476,288362286.281821,163510.911208869,601.857259963179,386772515.276074,369821787.136968,41,51
9087,6709648.09301685,38936426.4147304,262577339.928888,106555.910471437,37410.9112648618,46817.5101697019,308223414.436635,190784.331906001,601.857259963179,423048349.681487,403270260.748886,48,44
9088,17549375.3206771,33984764.9691036,241064165.043326,89904.3497233172,38499.6483423505,49154.2125595077,292598305.333107,177558.210625175,601.857259963179,399463003.46394,381056030.284463,43,51
9089,15562036.2361616,28559484.0807223,213677114.119444,106555.910471437,37110.435377446,46175.4486442716,257798634.436327,189841.794493155,601.857259963179,372056296.696471,352375918.034872,34,42
9090,25167923.304646,31779729.7115799,230498670.371595,89904.3497233172,36665.1221385537,45237.213810735,287446323.387821,171806.685672606,601.857259963179,390849424.470091,373038696.123057,40,39
9091,17549375.3206771,37771339.2462826,257677338.043076,58787.9889377545,36818.4457031901,45559.3583798165,312998052.610036,141165.793020761,601.857259963179,397959709.998041,383325439.035049,47,40
9092,7566499.06651688,38948020.927455,262690373.964287,49601.152048784,36813.578766751,45549.8720894336,309204893.958259,131964.602904969,601.857259963179,388628748.274772,374948339.479485,48,40
9093,40703180.088776,28067212.5433269,210653543.440749,58787.9889377544,37106.5437097286,46175.2874904961,279423936.072852,142069.820137979,601.857259963179,364929688.744558,350201699.767392,33,42
9094,17549375.3206771,29462736.4207263,218550500.547787,35310.029740494,36958.5659676408,45856.807518464,265562612.289191,118125.403226599,601.857259963179,336657243.807197,324411506.92265,36,41
9095,22317839.0853814,31126588.7097199,227294707.223383,89904.3497233172,35959.7774468615,43758.6127138933,280739135.018484,169622.739884072,601.857259963179,382827812.472558,365243487.80133,39,34
9096,25167923.304646,29011325.6518735,216172292.542938,45561.0100609715,37560.7613236778,47135.0284260585,270351541.499457,130256.799810708,601.857259963179,348747542.125102,335244176.597154,35,45
9097,15562036.2361616,32396562.1784845,233468743.88878,23089.0456820419,37257.8887011394,46489.7228360599,281427342.303426,106836.657219241,601.857259963179,345727760.081024,334652296.56348,41,43
9098,12237027.6807518,46092120.2891738,289993484.608882,41849.948076495,37557.9657604565,47131.750245174,348322632.578808,126539.664082126,601.857259963179,424481448.079937,411363427.827882,53,45
9099,51762926.4224746,29437879.2182218,218442552.893308,75854.9390964018,37110.557008785,46177.7763136015,299643358.534005,159143.272418788,601.857259963179,395424892.41355,378926945.420321,36,42
9100,32006476.1373305,29953150.0628646,221142205.607598,25136.4766497423,37873.0022587229,47800.150135748,283101831.807793,110809.629044213,601.857259963179,349793411.52188,338306080.90133,37,47
9101,6709648.09301686,47842876.8657064,296124496.088839,53999.5553495007,37871.3006044562,47802.2924218553,350677021.047562,139673.148375812,601.857259963179,434740319.419459,420260786.836908,54,47
9102,17549375.3206771,29930870.1166205,221028555.247107,82581.4081544014,37563.6790044496,47143.1356008672,268508800.684405,167288.222759718,601.857259963179,369192432.058679,351850120.381069,37,45
9103,13799748.8452063,34743915.3526631,244270548.931752,53999.5553495007,36241.8778430792,44342.1961246094,292814213.129621,134583.629317189,601.857259963179,373814347.506365,359862431.419152,44,36
9104,12237027.6807518,31746411.5620619,230305153.047749,193137.446297388,37105.4493651526,46173.2826326772,274288592.290563,276416.178295218,601.857259963179,440651675.968816,411996368.155457,40,42
9105,28381975.5597864,30423051.4721822,223360979.678044,58787.9889377545,36812.7272196556,45546.5805636549,282166006.710012,141147.296721065,601.857259963179,367116531.965762,352484178.46348,38,40
9106,28381975.5597865,27733217.2133406,208871516.605703,177405.902291363,38988.3395303706,50218.6437186296,264986709.37883,266612.885540363,601.857259963179,425449610.14103,397810582.826184,32,54
9107,13799748.8452063,35781696.6818511,249271496.612644,53999.5553495007,37258.7398934974,46493.3448750753,298852942.139701,137751.640118073,601.857259963179,381759766.816599,367479431.730124,45,43
9108,15562036.2361616,31778494.1011666,230522442.495941,97876.6562573047,35828.3315946407,43480.1720429926,277862972.833269,177185.159894938,601.857259963179,384503147.673774,366134847.641328,40,33
9109,32006476.1373305,34848459.50901,245073344.805551,64001.0389155454,36817.2288169843,45551.2318775028,311928280.451891,146369.499610032,601.857259963179,400021826.429367,384848101.462613,44,40
9110,25167923.304646,34003822.840888,241222638.712365,64001.0389155454,37868.3839446939,47796.2820527839,300394384.857899,149665.704913023,601.857259963179,390471775.927309,374956342.388518,43,47
9111,10851273.3194782,33991524.0587551,241163134.870136,45561.0100609715,36958.0795010698,45857.170806637,286005932.248369,128376.260368678,601.857259963179,363270116.558181,349961701.401441,43,41
9112,40703180.0887759,32327453.3782779,233034443.742087,162955.733189884,38021.3223335731,48126.6886732788,306065077.209141,249103.744196736,601.857259963179,455989974.137958,430166071.530513,41,48
9113,36093841.0566799,36736449.5952191,253359289.686278,58787.9889377545,36667.5553026003,45243.2883869481,326189580.338177,140698.832627303,601.857259963179,410870194.223263,396284331.764773,46,39
9114,22317839.0853814,34885969.8697211,245266569.235404,64001.0389155453,37560.6397663087,47137.326391525,302470378.190506,148699.005073379,601.857259963179,391965953.943221,376550735.528013,44,45
9115,25167923.304646,31223410.9256337,227973654.178664,126291.576451414,37256.7943839216,46494.1884916372,284364988.408943,210042.559326973,601.857259963179,410780627.641129,389006091.040048,39,43
9116,19790506.1697733,46066142.4655522,289765197.85473,89904.3497233173,36962.4582840236,45863.8646240748,355621846.490055,172730.672631416,601.857259963179,459581055.831596,441674540.2883,53,41
9117,15562036.2361616,34854600.9108699,244942019.213881,75854.9390964019,38345.0794976455,48817.5934978744,295358656.360912,163017.612091922,601.857259963179,393471989.700297,376572400.528987,44,50
9118,25167923.304646,34029073.8260309,241382330.423269,58787.9889377544,35548.2881865786,42903.0320811877,300579327.553946,137239.309205521,601.857259963179,383177802.15162,368950579.007044,43,31
9119,12237027.6807518,32451268.5467044,233818421.066358,116004.801252593,37712.6809254615,47463.278855468,278506717.293814,201180.761033522,601.857259963179,399588818.886757,378732960.633105,41,46
9120,17549375.3206771,31809421.4601045,230785885.843915,49601.1520487839,37107.5165293684,46174.705784988,280144682.624697,132883.37436314,601.857259963179,360121506.213558,346345850.89867,40,42
9121,51762926.4224746,33254813.6775138,237885910.971723,97876.6562573047,36668.0419840748,45239.7781547654,322903651.071712,179784.476396145,601.857259963179,431108243.41941,412470479.367507,42,39
9122,6709648.09301686,37706897.7232546,257281460.654461,177405.902291363,36674.4920453715,45251.0922363982,301698006.470733,259331.486573133,601.857259963179,457778544.401817,430894359.766602,47,39
9123,19790506.1697733,40130654.9644678,267306166.874755,49601.152048784,37104.7198476982,46169.5934299984,327227328.008996,132875.465326481,601.857259963179,407199391.486724,393424556.079996,49,42
9124,15562036.2361616,33965123.2871573,240952341.48607,49601.152048784,37263.2398780427,46501.183355537,290479501.009389,133365.575282364,601.857259963179,370746540.722246,356920896.95931,43,43
9125,32006476.1373305,31153201.534579,227472978.144553,82581.4081544013,37719.0016716703,47469.458088579,290632655.816462,167769.867914651,601.857259963179,391606168.823958,374213926.312862,39,46
9126,19790506.1697733,36654765.4764081,252764967.60931,21208.3832565645,36671.4492086701,45250.4769044532,309210239.255491,103130.309369688,601.857259963179,371279964.671887,360588728.080376,46,39
9127,36093841.0566799,28949611.4673114,215781260.345536,89904.3497233172,35413.7988172328,42626.9928758676,280824712.869528,167945.141416418,601.857259963179,381903715.506541,364493302.871773,35,30
9128,13799748.8452063,29450923.0506688,218535716.968685,38441.1616788459,37869.4776237461,47795.414165371,261786388.86456,124106.053467963,601.857259963179,336480518.149632,323614783.641765,36,47
9129,58373275.1742174,29938292.309825,221101011.497208,53999.5553495007,38025.4528911612,48133.5828121528,309412578.981251,140158.591052815,601.857259963179,393768044.552597,379238187.457852,37,48
9130,9622445.5583469,32466679.3506555,233898152.972896,69676.358322211,36235.3045763096,44341.5112690663,275987277.881898,150253.174167587,601.857259963179,366418241.587172,350841906.720448,41,36
9131,22317839.0853814,36738284.6149208,253333551.094507,126291.576451414,36522.0639164483,44933.5944523174,312389674.794809,207747.23482018,601.857259963179,437423856.30861,415887269.709874,46,38
9132,25167923.304646,32448188.6968607,233853200.070231,64001.0389155454,36376.3619960507,44632.0819162572,291469312.071737,145009.482827853,601.857259963179,378744322.075187,363711586.321746,41,37
9133,22317839.0853814,28990720.3048981,216096100.902263,106555.910471437,37716.813411093,47465.5072443863,267404660.292543,191738.231126917,601.857259963179,382803706.708776,362926729.657661,35,46
9134,28381975.5597865,33185135.8553267,237396524.386061,45561.0100609715,37262.7533263326,46491.4906341732,298963635.801174,129315.254021477,601.857259963179,376792960.257983,363387202.202134,42,43
9135,12237027.6807518,29026332.7278182,216360407.469397,69676.358322211,37112.8681968188,46180.1309717336,257623767.877967,152969.357490763,601.857259963179,349689486.235686,333831572.08629,35,42
9136,32006476.1373305,46034200.0382936,289528528.951823,69676.358322211,36813.2138119133,45546.6866837632,367569205.127447,152036.258817888,601.857259963179,459073331.274634,443312148.907931,53,40
9137,10851273.3194782,34806779.3123647,244687447.883732,58787.9889377545,37260.9289018581,46496.6491195091,290345500.515575,142545.566959122,601.857259963179,376137584.86549,361360276.51894,44,43
9138,58373275.1742174,36665098.1007613,252823973.675392,23089.0456820419,36665.1221385537,45231.0312568988,347862346.95037,104985.199077494,601.857259963179,411048451.20384,400164923.278787,46,39
9139,13799748.8452063,31784055.3211995,230669094.150727,82581.4081544014,37556.0213368204,47130.3104523127,276252898.317133,167267.739943535,601.857259963179,376924201.959782,359584013.679602,40,45
9140,25167923.304646,28901822.3009619,215461489.941341,38441.1616788459,35683.4571391209,43182.4870497316,269531235.546949,117307.105867698,601.857259963179,340133368.858693,327972462.619178,35,32
9141,19790506.1697733,38907792.5310626,262481953.792412,82581.4081544014,37108.4894138651,46178.2288282211,321180252.493248,165868.126396488,601.857259963179,421009188.561464,403814094.382714,48,42
9142,19790506.1697733,33947350.1379633,240742376.735878,49601.152048784,36815.1603431498,45550.4576729089,294480233.043614,131966.770064843,601.857259963179,373905391.681031,360224758.222218,43,40
9143,13799748.8452063,32500651.0032331,234195832.233227,137490.535825791,37408.8442901273,46811.239124931,280496232.081666,221710.619240849,601.857259963179,413934377.882703,390950245.481265,41,44
9144,25167923.304646,31741483.1862834,230275090.585468,69676.3583222109,37863.2811935419,47787.0369256972,287184497.076398,155326.67644145,601.857259963179,380668984.958636,364566694.012764,40,47
9145,13799748.8452063,31695375.4095658,229984245.089121,45561.0100609714,37561.4906891651,47139.1840956835,275479369.343893,130261.68484582,601.857259963179,353878310.063386,340374438.117232,40,45
9146,74234286.8859794,33225167.915552,237665424.476414,82581.4081544014,37408.6011358798,46811.80421493,345124879.277945,166801.813505211,601.857259963179,445515761.711081,428223874.748106,42,44
9147,19790506.1697733,36776883.6805001,253594702.659605,53999.5553495007,37108.2461866603,46168.8721794539,310162092.509878,137276.673715615,601.857259963179,392783055.209218,378551958.58826,46,42
9148,22317839.0853814,32557064.2102485,234607569.297045,97876.6562573047,36816.0120321815,45552.0002100254,289482472.592675,180244.668499512,601.857259963179,397964034.898762,379278563.992446,41,40
9149,8532773.60152263,34836185.9135561,244980883.632381,27365.4644312332,38180.8643612006,48469.1034381157,288349843.14746,114015.432230549,601.857259963179,356970858.783256,345151191.330398,44,49
9150,7566499.06651688,31055695.3739237,226775165.75945,75854.9390964019,36383.5425521636,44641.485528852,265397360.199891,156879.967177417,601.857259963179,359816707.388404,343553391.048008,39,37
9151,25167923.304646,31667181.3995252,229753543.66584,38441.1616788459,36673.1531191231,45247.3124562212,286588648.370011,120361.62725419,601.857259963179,359029167.553928,346551607.451776,40,39
9152,22317839.0853814,37769510.7293517,257562434.909864,32433.9365883598,38504.3847360804,49166.7849068893,317649784.724598,120105.106231329,601.857259963179,389935914.868572,377484947.597984,47,51
9153,15562036.2361616,28976379.0950537,215939623.395391,49601.152048784,36668.0419840748,45241.4564963736,260478038.726606,131510.650529232,601.857259963179,339628678.510105,325995329.713764,35,39
9154,10851273.3194782,35674717.7311687,248556944.066619,75854.9390964018,36382.3252602615,44638.106442994,295082935.117266,156875.370799657,601.857259963179,389499515.942456,373236676.095948,45,37
9155,22317839.0853814,36798380.2017072,253815754.442981,29792.1086543674,35681.0212768225,43185.8118230051,312931973.730069,108658.941754195,601.857259963179,378329146.684748,367064771.922592,46,32
9156,19790506.1697733,36789162.800315,253737736.495101,53999.5553495007,36384.7599455109,44643.2388129658,310317405.465189,135027.554107977,601.857259963179,391584719.200147,377586782.646243,46,37
9157,15562036.2361616,36660842.4270544,252806875.099795,106555.910471437,37255.2138483846,46484.4334707134,305029753.763011,190295.557790535,601.857259963179,419560516.757987,399833097.698678,46,43
9158,15562036.2361616,31762442.4047902,230466986.250613,27365.4644312332,37871.6652279437,47798.3756244193,277791464.891565,113035.505283596,601.857259963179,345822704.380104,334104623.2688,40,47
9159,19790506.1697733,28492036.523137,213166292.978337,53999.5553495007,36809.8080066992,45542.8713081941,261448835.671248,136352.234664394,601.857259963179,343513418.016216,329378155.458702,34,40
9160,1788760.12085646,31789619.0443448,230603993.412513,116004.801252593,37560.2751002793,47137.3732012746,264182372.577715,200702.449554147,601.857259963179,384976598.934272,364170325.921095,40,45
9161,45901151.5770143,29961205.4598839,221266205.195377,97876.6562573047,37413.9514655806,46817.198725982,297128562.232275,182107.806448867,601.857259963179,406731467.639495,387852850.327036,37,44
9162,22317839.0853814,36702246.3699455,253164186.995854,53999.5553495007,37714.5039365548,47458.8659073074,312184272.451181,139172.925193363,601.857259963179,395946507.869119,381518832.053263,46,46
9163,19790506.1697733,33205443.5650566,237451015.394417,82581.4081544014,36956.1337969334,45854.2273353328,290446965.129247,165391.769286668,601.857259963179,389989202.212583,372843490.670172,42,41
9164,9622445.5583469,29399448.6682926,218114234.698793,69676.358322211,36669.1370767085,45243.9534339374,257136128.925432,151589.448832857,601.857259963179,348371339.239304,332656476.439473,36,39
9165,22317839.0853814,37716602.8733004,257262784.464658,126291.576451414,36381.9600924714,44642.5937562868,317297226.42334,207316.130300172,601.857259963179,442071944.551971,420580049.377582,47,37
9166,6709648.09301686,33188825.674313,237407833.527063,45561.0100609715,37415.4109869157,46820.2218872859,277306307.294393,129796.642935173,601.857259963179,355425359.163775,341969696.838266,42,44
9167,9622445.5583469,30551427.0944035,224342004.892977,82581.4081544014,37410.5464833366,46815.1336629297,264515877.545727,166807.088300668,601.857259963179,364909934.652803,347617500.866237,38,44
9168,28381975.5597864,33948575.0451921,240750928.022974,64001.0389155454,37563.1926837967,47143.7163759031,303081478.627953,148707.947975245,601.857259963179,392582436.731081,377166291.22974,43,45
9169,9622445.5583469,40140985.5225026,267341031.029339,45561.0100609715,36522.6723164546,44940.7304132185,317104462.110189,127024.412790645,601.857259963179,393555027.140798,380386754.31836,49,38
9170,25167923.304646,32475935.083748,233953292.02188,41849.948076495,37252.0532909383,46481.4602297368,291597150.410274,125583.46159717,601.857259963179,367180468.503838,354161575.143368,41,43
9171,19790506.1697733,31853471.3710661,231085451.28064,41849.948076495,37714.5039365548,47465.8170813149,282729428.821479,127030.269094365,601.857259963179,359183518.510999,346014638.581601,40,46
9172,8532773.60152262,30552047.5153589,224402902.692551,49601.152048784,37406.5344883904,46808.1731740844,263487723.809432,133815.859711259,601.857259963179,344025770.474868,330153446.958984,38,44
