"simulacion","acciones.CRC","bonos.cero.cupon.CRC","bonos.cuponados.CRC","acciones.USD","bonos.cero.cupon.USD","bonos.cuponados.USD","portafolio.CRC","portafolio.USD","tipo.cambio","total.portafolio","total.portafolio.TCF","Ut.tasa.corta.CRC","Ut.tasa.corta.USD"
1664,25167923.304646,33201748.7614506,237436595.564627,53999.5553495007,38338.884667979,48807.6209031534,295806267.630723,141146.060920633,601.857259963179,380756049.111012,366123823.720774,42,50
1665,12237027.6807518,42864879.4546179,277874578.587743,64001.0389155454,37720.8254729063,47476.1414130563,332976485.723113,149198.005801508,601.857259963179,422772388.686779,407305440.233366,51,46
1666,12237027.6807518,35748586.1213823,249015237.214915,53999.5553495007,37409.2090290972,46814.8346846212,297000851.017049,138223.599063219,601.857259963179,380191727.611487,365862465.834354,45,44
1667,5276054.37979643,34831893.0539628,244997785.145366,49601.152048784,37255.5785721574,46489.5477993796,285105732.579125,133346.278420321,601.857259963179,365361158.335467,351537515.025345,44,43
1668,28381975.5597864,29843378.1405819,220400884.447045,58787.9889377545,38499.041223703,49155.7462887054,278626238.147413,146442.776450163,601.857259963179,366763886.323109,351582564.94712,37,51
1669,36093841.0566799,36770748.7237281,253585425.199222,49601.152048784,37257.5239196141,46492.0134505898,326450014.97963,133350.689418988,601.857259963179,406708095.527543,392883994.941275,46,43
1670,6709648.09301686,33978623.5672438,241032787.489839,89904.3497233172,37556.3858965044,47132.5916095412,281721059.1501,174593.327229363,601.857259963179,386801320.684219,368701708.842496,43,45
1671,17549375.3206771,32402696.8285163,233498684.403896,69676.3583222109,36961.6067511205,45860.0883307673,283450756.553089,152498.053404099,601.857259963179,375232817.124599,359423761.778477,41,41
1672,28381975.5597864,30530970.5959701,224245165.476783,116004.801252593,36966.1082734232,45865.258342715,283158111.632539,198836.167868731,601.857259963179,402829102.807592,382216302.103062,38,41
1673,12237027.6807518,30521683.3398254,224147965.800775,89904.3497233172,36241.8778430792,44345.8436076653,266906676.821352,170492.071174062,601.857259963179,369518567.62362,351844121.759558,38,36
1674,13799748.8452063,35697258.17014,248664235.222235,82581.4081544014,37713.4101025538,47460.7529656778,298161242.237581,167755.571222633,601.857259963179,399126150.677193,381735390.264985,45,46
1675,19790506.1697733,44389592.6874364,283569666.264399,49601.152048784,35822.971178991,43470.2239475489,347749765.121608,128894.347175324,601.857259963179,425325763.737292,411963639.940883,52,33
1676,17549375.3206771,32422348.3337596,233677454.70372,126291.576451414,37105.4493651526,46170.5699974683,283649178.358157,209567.595814035,601.857259963179,409778957.351863,388053658.916751,41,42
1677,25167923.304646,31108055.4784747,227182638.006308,53999.5553495007,36525.9581145721,44936.9082108959,283458616.789429,135462.421674969,601.857259963179,364987658.726702,350944640.643681,39,38
1678,28381975.5597865,32577585.2482503,234615076.619513,53999.5553495006,37253.9981683262,46483.8904499004,295574637.42755,137737.443967727,601.857259963179,378472918.048298,364194054.637832,41,43
1679,28381975.5597865,34779274.6472948,244616420.395256,35310.029740494,36238.8342962997,44340.6954103514,307777670.602337,115889.559447145,601.857259963179,377526643.309536,365512690.223311,44,36
1680,28381975.5597864,29997830.4477289,221522193.372349,45561.0100609715,38024.6023865723,48130.6957555186,279901999.379865,131716.308203062,601.857259963179,359176415.727425,345521746.963548,37,48
1681,25167923.304646,35751035.6908737,249004898.640573,58787.9889377545,36960.0254646508,45859.8489583413,309923857.636092,141607.863360747,601.857259963179,395151578.267632,380471479.083783,45,41
1682,28381975.5597864,27707479.2989959,208798150.129416,41849.948076495,37254.7275642044,46487.8006016108,264887604.988199,125592.47624231,601.857259963179,340476348.611386,327456520.727355,32,43
1683,36093841.0566799,41480163.3623956,272656891.877449,64001.0389155454,36669.5021258383,45244.1366317396,350230896.296525,145914.677673123,601.857259963179,438050704.389281,422924129.566498,50,39
1684,15562036.2361616,29032590.9930839,216374903.473544,75854.9390964018,35956.8551427693,43756.0114159265,260969530.702789,155567.805655098,601.857259963179,354599143.952851,338471855.802102,35,34
1685,12237027.6807518,40049532.5260676,266700381.463002,82581.4081544014,38340.9493186745,48812.7084551042,318986941.669821,169735.06592818,601.857259963179,421143223.369025,403547254.164581,49,50
1686,45901151.5770143,33933884.2397366,240745388.819463,97876.6562573047,36955.282632948,45850.9520008943,320580424.636214,180682.890891147,601.857259963179,429325734.270186,410594834.049274,43,41
1687,4148764.50041254,36674222.4187242,252878317.487814,49601.152048784,36962.3366334248,45863.6819681948,293701304.406951,132427.170650404,601.857259963179,373403558.479279,359675196.553275,46,41
1688,15562036.2361616,28523216.9699902,213305775.636217,58787.9889377545,37714.1393161058,47464.3247949856,257391028.842369,143966.453048846,601.857259963179,344038283.800965,329113676.086773,34,46
1689,10851273.3194782,38954127.7282334,262709219.448809,58787.9889377544,36524.984467684,44934.0251842804,312514620.49652,140246.998589719,601.857259963179,396923294.785788,382384272.723932,48,38
1690,40703180.088776,30005914.8964399,221501325.667001,106555.910471437,37114.3280830799,46185.2831677702,292210420.652217,189855.521722288,601.857259963179,406476344.744873,386794543.019043,37,42
1691,10851273.3194782,31777876.3422937,230550663.697692,64001.0389155454,38186.3314351232,48471.9341998142,273179813.359464,150659.304550483,601.857259963179,363855209.584176,348236772.293469,40,49
1692,17549375.3206771,40181785.6830085,267571591.64401,75854.9390964018,36818.3240100061,45554.0028025125,325302752.647695,158227.26590892,601.857259963179,420532981.359103,404129994.25086,49,40
1693,36093841.0566799,26907578.3729834,203787397.48588,64001.0389155454,37563.3142624402,47138.8111499572,266788816.915544,148703.164327943,601.857259963179,356286895.945814,340871246.352082,30,45
1694,19790506.1697733,37742723.9685921,257444703.175688,89904.3497233172,37256.1864653748,46487.1577412487,314977933.314053,173647.693929941,601.857259963179,419489058.581652,401487477.95301,47,43
1695,25167923.304646,29459004.6703179,218563111.471974,45561.0100609715,36522.9156835551,44936.856440986,273190039.446938,127020.782185513,601.857259963179,349638419.37149,336470522.923938,36,38
1696,19790506.1697733,35634613.849711,248209691.243383,126291.576451414,37112.0166639157,46177.025624104,303634811.262867,209580.618739434,601.857259963179,429772428.19877,408045779.712666,45,42
1697,8532773.60152262,29968645.8597564,221231832.374564,23089.0456820419,35545.6082244395,42902.4877785019,259733251.835844,101537.141684983,601.857259963179,320844117.714861,310318040.451885,37,31
1698,8532773.60152262,37843478.909238,258243601.426585,53999.5553495007,37115.7881153369,46185.0974291857,304619853.937346,137300.440894023,601.857259963179,387255121.085559,373021560.586339,47,42
1699,25167923.304646,31707039.698488,230092986.738609,58787.9889377544,36968.1770058332,45871.2466575225,286967949.741743,141627.41260111,601.857259963179,372207436.225522,357525310.42549,40,41
1700,40703180.088776,38869516.3396738,262073413.491383,126291.576451414,36963.9181702847,45863.1322036331,341646109.919833,209118.626825332,601.857259963179,467505673.66819,445826918.617945,48,41
1701,15562036.2361616,30488924.0973591,223884133.829215,58787.9889377545,36667.4336347664,45241.0743844438,269935094.162736,140696.496956965,601.857259963179,354614302.307672,340028681.981726,38,39
1702,15562036.2361616,31831116.6618418,230975214.034915,116004.801252593,37409.5737771857,46811.2544935373,278368366.932918,200225.629523316,601.857259963179,398875615.692224,378118773.305139,40,44
1703,28381975.5597865,29959965.8272039,221240511.903462,69676.358322211,37409.938534393,46817.3613887663,279582453.290452,153903.65824537,601.857259963179,372210487.340321,356255716.791713,37,44
1704,22317839.0853814,31082771.6457038,226991222.280886,49601.152048784,37561.6122536253,47135.4240576132,280391833.011971,134298.188360022,601.857259963179,361220172.676353,347297847.471051,39,45
1705,25167923.304646,35704577.5425884,248673635.601693,38441.1616788459,37866.9258335477,47791.6473007805,309546136.448927,124099.734813174,601.857259963179,384236462.805741,371371383.335503,45,47
1706,12237027.6807518,32453732.9810124,233774888.211744,116004.801252593,36381.9600924714,44638.9164988388,278465648.873508,197025.677843903,601.857259963179,397046983.483028,376621871.318562,41,37
1707,65827793.9456965,28917318.0978536,215452903.907526,53999.5553495007,36811.754083798,45541.1025098841,310198015.951076,136352.411943183,601.857259963179,392262704.992571,378127424.05705,35,40
1708,10851273.3194782,35832146.9406383,249588693.214209,69676.358322211,37554.806203695,47129.7236701381,296272113.474326,154360.888196044,601.857259963179,389175334.68948,373173164.364713,45,45
1709,40703180.0887759,29475183.6773143,218664413.579917,64001.0389155453,38341.6780887565,48811.7333583452,288842777.346007,151154.450362647,601.857259963179,379816180.67251,364146412.972174,36,50
1710,17549375.3206771,32599387.0173561,234923047.853515,82581.4081544014,36376.1186492299,44638.7354449388,285071810.191548,163596.26224857,601.857259963179,383533408.32869,366573832.081163,41,37
1711,28381975.5597864,29497620.1303214,218798053.431957,38441.1616788459,37874.8256800399,47800.3905651156,276677649.122065,124116.377924001,601.857259963179,351377992.255959,338511187.440023,36,47
1712,36093841.0566799,40161064.0428304,267481179.338653,64001.0389155454,37255.8217264049,46487.6128930678,343736084.438163,147744.473535018,601.857259963179,432657168.454651,417340903.708574,49,43
1713,12237027.6807518,33196824.0805684,237447585.906734,45561.0100609715,37405.8051532927,46807.2331044223,282881437.668055,129774.048318686,601.857259963179,360986890.803468,347533570.799941,42,44
1714,19790506.1697733,42809949.8034291,277530937.381549,45561.0100609715,36670.7190221848,45243.1380418749,340131393.354752,127474.867125031,601.857259963179,416853067.596793,403638097.407771,51,39
1715,8532773.60152262,30505601.9203244,223987618.157851,58787.9889377545,36671.3275083872,45251.9278870446,263025993.679698,140711.244333186,601.857259963179,347714077.640079,333126928.494048,38,39
1716,10851273.3194782,34877966.2628115,245313418.866803,82581.4081544014,38026.1819345833,48131.4073384297,291042658.449093,168738.997427414,601.857259963179,392599449.08969,375106739.577456,44,48
1717,17549375.3206771,33144620.8209506,237051058.297075,97876.6562573047,36526.6883923363,44938.9319760663,287745054.438702,179342.276625707,601.857259963179,395683505.644209,377091583.230864,42,38
1718,45901151.5770143,28478963.9626685,213075914.496795,75854.9390964018,38660.7406826406,49508.4181505728,287456030.036478,164024.097929615,601.857259963179,386175124.184328,369171195.384033,34,52
1719,8532773.60152263,34813512.0929019,244792330.674908,89904.3497233172,37109.5839864533,46173.7710733702,288138616.369333,173187.704783141,601.857259963179,392372893.829426,374418999.015246,44,42
1720,22317839.0853814,32503125.3150204,234215270.386025,35310.029740494,37256.4296297539,46484.9820022329,289036234.786427,119051.441372481,601.857259963179,360688209.085535,348346472.363783,41,43
1721,13799748.8452063,33974940.1997942,240938091.844838,137490.535825791,35820.6570615975,43469.3581973452,288712780.889838,216780.551084734,601.857259963179,419183729.379004,396710683.634741,43,33
1722,32006476.1373305,32509313.2599447,234223058.246071,53999.5553495007,36957.7146617829,45854.0672690919,298738847.643346,136811.337280375,601.857259963179,381079744.230811,366896887.763056,41,41
1723,17549375.3206771,30008403.4765025,221564043.773832,97876.6562573047,37408.8442901273,46815.3983484425,269121822.571012,182100.898895874,601.857259963179,378720570.617315,359842669.391948,37,44
1724,32006476.1373305,32462362.3836099,233831464.598045,97876.6562573047,37111.773377924,46176.311714088,298300303.118985,181164.741349317,601.857259963179,407335617.949423,388554765.611802,41,42
1725,25167923.304646,29984161.0385059,221380226.015492,116004.801252593,36959.0524504276,45857.9922177414,276532310.358643,198821.845920762,601.857259963179,396194681.765334,375583365.777908,37,41
1726,10851273.3194781,36723001.1912868,253238374.195816,75854.9390964018,38031.7724786727,48137.3406951598,300812648.706581,162024.052270234,601.857259963179,398328000.854075,381531411.307089,46,48
1727,12237027.6807518,32430340.7434591,233673106.045555,89904.3497233172,36097.907664334,44043.0561334293,278340474.469766,170045.31352108,601.857259963179,380683480.935143,363055349.212833,41,35
1728,10851273.3194782,31062458.8584117,226846690.809336,75854.9390964018,36960.7552678888,45856.9521164957,268760422.987226,158672.646480786,601.857259963179,364258707.229258,347809548.737489,39,41
1729,13799748.8452063,33147072.4734613,237074305.246173,38441.1616788459,37560.8828820598,47130.1920295383,284021126.564841,123132.236590444,601.857259963179,358129157.092303,345364375.511834,42,45
1730,15562036.2361616,36690663.4459387,253030636.061239,106555.910471437,36953.3373017024,45854.9761178246,305283335.743339,189364.223890964,601.857259963179,419253568.669409,399622698.443579,46,41
1731,51762926.4224746,31138340.8096915,227370347.182035,53999.5553495007,37560.2751002793,47134.2258189071,310271614.414201,138694.056268687,601.857259963179,393745639.093252,379367606.306698,39,45
1732,25167923.304646,32514885.0563405,234256270.195858,126291.576451414,37717.4212283285,47463.6350562592,291939078.556844,211472.632736002,601.857259963179,419215417.852534,397292629.459593,41,46
1733,10851273.3194782,33899064.1491905,240464139.933647,49601.152048784,38336.9417344964,48808.6457606573,285214477.402316,136746.739543938,601.857259963179,367516495.373129,353340335.57571,43,50
1734,12237027.6807518,36666922.4169358,252843163.09457,97876.6562573047,36959.5389494307,45858.7672416653,301747113.192258,180694.962448401,601.857259963179,410499688.180602,391767536.534427,46,41
1735,13799748.8452063,31080923.6434029,226894236.188087,64001.0389155454,38499.5269165973,49159.8057734093,271774908.676696,151660.371605552,601.857259963179,363052804.376211,347330589.206866,39,51
1736,6709648.09301686,31772317.9021758,230492204.32637,38441.1616788459,37556.1428557024,47127.9680528294,268974170.321563,123125.272587378,601.857259963179,343078009.513222,330313949.871869,40,45
1737,13799748.8452063,36662058.1818432,252802206.539405,45561.0100609715,36963.6748457696,45860.1464681987,303264013.566455,128384.83137494,601.857259963179,380533356.398611,367224052.709136,46,41
1738,25167923.304646,31769848.2871177,230488937.460761,64001.0389155454,36532.0448784555,44946.8951261223,287426709.052525,145479.978920123,601.857259963179,374984890.544891,359903379.750741,40,38
1739,19790506.1697733,29890743.8704257,220727673.505586,41849.948076495,37259.8343566338,46495.019214089,270408923.545785,125604.801647218,601.857259963179,346005085.303398,332983979.678413,37,43
1740,13799748.8452063,34831893.0539628,244887079.829214,58787.9889377545,37866.8043308671,47796.4247266489,293518721.728383,144451.217995271,601.857259963179,380457735.989361,365482874.021447,44,47
1741,25167923.304646,36739508.1143159,253379346.212038,64001.0389155454,36528.2707860941,44943.0607511493,315286777.631,145472.370452789,601.857259963179,402840379.912064,387759657.866874,46,38
1742,32006476.1373305,30584974.2567259,224614112.436592,49601.152048784,35821.5095885354,43469.3387190771,287205562.830648,128892.000356396,601.857259963179,364780148.996322,351418268.488201,38,33
1743,25167923.304646,35698477.7605945,248650538.450592,75854.9390964018,36820.0278068689,45557.2453237082,309516939.515832,158232.212226979,601.857259963179,404750145.204674,388346645.325191,45,40
1744,8532773.60152262,32473466.2094633,233877461.106642,89904.3497233172,37253.7550444711,46490.4205692722,274883700.917628,173648.52533706,601.857259963179,379395326.573638,361393659.755298,41,43
1745,19790506.1697733,29433534.3167462,218384568.181168,53999.5553495007,38188.5188387995,48483.0507033448,267608608.667688,140671.124891645,601.857259963179,352272546.450911,337689556.377456,36,49
1746,28381975.5597864,35689333.8042438,248569848.396373,41849.948076495,36957.7146617829,45856.0177777566,312641157.760403,124663.680516034,601.857259963179,387670898.932709,374747356.756686,45,41
1747,15562036.2361616,38899884.3934772,262263082.997647,53999.5553495007,37868.2624298625,47792.4061227117,316725003.627286,139660.223902075,601.857259963179,400780523.310833,386302330.573061,48,47
1748,10851273.3194782,31804467.8854062,230739117.43459,69676.358322211,35548.410014714,42906.3649832885,273394858.639474,148131.133320213,601.857259963179,362548656.654818,347192307.948271,40,31
1749,19790506.1697733,29015075.7327325,216154852.500987,69676.3583222109,37562.5848057765,47140.1545495557,264960434.403493,154379.097677543,601.857259963179,357874615.127287,341870557.075468,35,45
1750,15562036.2361616,28903061.2520313,215453235.78742,53999.5553495006,36967.5685247015,45869.6135491026,259918333.275613,136836.737423305,601.857259963179,342274517.123505,328089027.49253,35,41
1751,22317839.0853814,35727173.2733416,248863074.028995,75854.9390964018,37403.8604379711,46806.0369510917,306908086.387718,160064.836485465,601.857259963179,403244270.291314,386650787.276411,45,44
1752,8532773.60152262,34789658.0257548,244637347.847337,97876.6562573047,37106.300514952,46170.4756988632,287959779.474614,181153.43247112,601.857259963179,396988287.974607,378208607.997401,44,42
1753,10851273.3194782,33941839.571004,240723466.75834,49601.152048784,37109.5839864533,46175.3900157227,285516579.648822,132886.12605096,601.857259963179,365495059.360974,351719118.78615,43,42
1754,10851273.3194782,30514258.5483985,224118636.70998,64001.0389155454,37558.2088316405,47131.4294593443,265484168.577857,148690.67720653,601.857259963179,354974732.143449,339560377.055378,38,45
1755,28381975.5597865,32433416.1307565,233607723.345696,49601.152048784,36666.9469735699,45243.2127596145,294423115.036239,131511.311781968,601.857259963179,373574152.799498,359940735.452898,41,39
1756,17549375.3206771,36708957.3044643,253198247.391875,45561.0100609715,36521.4555417916,44933.8101345447,307456580.017016,127016.275737308,601.857259963179,383902247.703,370734818.426585,46,38
1757,25167923.304646,34767070.2021237,244505767.944416,38441.1616788459,36956.4985966982,45858.6999392804,304440761.451186,121256.360214824,601.857259963179,377419782.163188,364849467.546609,44,41
1758,19790506.1697733,28914217.3887019,215424628.960033,58787.9889377544,36246.748836989,44352.1221037108,264129352.518509,139386.859878454,601.857259963179,348020346.079827,333570492.241356,35,36
1759,12237027.6807518,30543984.4620761,224228918.669828,69676.358322211,37717.9075003517,47464.8015134445,267009930.812656,154859.067336007,601.857259963179,360212984.759958,344159169.568781,38,46
1760,32006476.1373305,32432185.8835751,233730681.520241,82581.4081544014,37260.1991959207,46497.1548429799,298169343.541146,166338.762193302,601.857259963179,398281535.180474,381037651.478228,41,43
1761,17549375.3206771,35833380.0206447,249539419.159062,49601.152048784,36243.2172045494,44344.6929934166,302922174.500384,130189.06224675,601.857259963179,381277406.781389,367781063.421092,45,36
1762,17549375.3206771,31017030.6341237,226413680.451386,97876.6562573048,37405.8051532927,46810.3632440965,274980086.406187,182092.824654694,601.857259963179,384573974.911817,365696910.720909,39,44
1763,13799748.8452063,31753807.8229974,230367617.857183,82581.4081544014,36528.2707860941,44943.778486565,275921174.525387,164053.45742706,601.857259963179,374657938.899923,357650966.480974,40,38
1764,28381975.5597865,33973098.9304068,241014830.08312,82581.4081544014,37263.2398780427,46503.333926688,303369904.573313,166347.981959132,601.857259963179,403487645.19564,386242805.705533,43,43
1765,12237027.6807518,38900492.5292743,262221020.020461,82581.4081544014,37257.5239196141,46491.1883777789,313358540.230487,166330.120451794,601.857259963179,413465530.77495,396222542.938367,48,43
1766,13799748.8452063,33849753.3668201,240081589.462009,162955.733189884,36105.5796396258,44052.6014600814,287731091.674035,243113.914289592,601.857259963179,434050965.987292,408848012.633967,43,35
1767,10851273.3194782,41468618.5990394,272486700.640218,82581.4081544013,37407.5069919152,46810.300898089,324806592.558736,166799.216044406,601.857259963179,425195911.691228,407904293.999898,50,44
1768,32006476.1373305,33185750.7482891,237331529.931767,64001.0389155454,38500.3769181197,49157.4437938815,302523756.817386,151658.859627547,601.857259963179,393800742.521962,378078684.095234,42,51
1769,9622445.55834689,36706516.5375692,253145713.870378,82581.4081544014,37254.2412962334,46488.8683631044,299474675.966294,166324.517813739,601.857259963179,399578294.522368,382335887.495921,46,43
1770,32006476.1373305,26942663.2416929,204206105.141039,49601.1520487839,37112.5032480637,46177.1747249411,263155244.520063,132890.830021789,601.857259963179,343136555.351209,329360127.128618,30,42
1771,10851273.3194782,33257287.3708005,237797047.320526,58787.9889377545,36104.7269990101,44057.1894940447,281905608.010804,138949.905430809,601.857259963179,365533617.365534,351129061.397379,42,35
1772,6709648.09301686,35647967.1081388,248315067.061591,97876.6562573047,36817.107133941,45557.5035508511,290672682.262746,180251.266942097,601.857259963179,399158215.889408,380472060.940629,45,40
1773,15562036.2361616,30023345.4134448,221686105.164102,89904.3497233172,36095.7164110894,44044.2044177064,267271486.813709,170044.270552113,601.857259963179,369613865.560641,351985841.960066,37,35
1774,10851273.3194782,34834959.2289235,244929607.808475,49601.1520487839,37409.8169476441,46811.2855354838,290615840.356876,133822.254531912,601.857259963179,371157735.791548,357284749.342129,44,44
1775,74234286.8859794,34844776.1415604,245004066.962381,53999.5553495007,36676.8050252703,45253.8507135001,354083129.989921,135930.211088271,601.857259963179,435893714.381724,421802201.851986,44,39
1776,40703180.088776,25214517.1393992,192873827.404218,53999.5553495007,37870.4498517673,47800.1557688087,258791524.632394,139670.160970077,601.857259963179,342853025.01246,328373802.126076,24,47
1777,32006476.1373305,40145850.0008131,267396003.097922,69676.358322211,35544.2684276061,42899.5908640377,339548329.236066,148120.217613855,601.857259963179,428695557.55429,413340340.449112,49,31
1778,15562036.2361616,37800632.8497163,257883125.176624,106555.910471437,38030.8000561865,48138.6961356237,311245794.262502,192725.406663248,601.857259963179,427238979.442134,407259664.608066,47,48
1779,19790506.1697733,54106460.1040204,317322854.46951,35310.029740494,36667.676971448,45242.1913654065,391219820.743303,117219.898077348,601.857259963179,461769467.4133,449617601.766458,57,39
1780,13799748.8452063,46093329.9198771,290049612.774664,38441.1616788459,37257.5239196141,46490.8956056979,349942691.539747,122189.581204158,601.857259963179,423483378.07933,410816318.999846,53,43
1781,7566499.06651688,51846409.1312435,309800124.862424,49601.152048784,36668.2853308956,45244.8418509642,369213033.060185,131514.279230644,601.857259963179,448365856.803972,434732131.830099,56,39
1782,36093841.0566799,35712511.8201358,248821061.171742,75854.9390964018,38175.885033988,48463.7061659092,320627414.048558,162494.530296299,601.857259963179,418425926.811692,401580564.096871,45,49
1783,22317839.0853814,35755323.6165159,249105239.465111,97876.6562573047,36961.850041167,45864.0513603344,307178402.167008,180702.557658806,601.857259963179,415935548.387875,397202609.367049,45,41
1784,15562036.2361616,34994839.9394691,246038774.889675,53999.5553495007,36665.243787125,45238.6752903939,296595651.065306,135903.47442702,601.857259963179,378390143.803428,364301402.990103,44,39
1785,22317839.0853814,32379401.4675937,233278534.340113,69676.3583222109,35683.8225534824,43183.6026415583,287975774.893088,148543.783517252,601.857259963179,377377929.425345,361978802.403548,41,32
1786,40703180.088776,30471035.9408496,223825201.369857,41849.948076495,36379.2824742735,44636.5846546631,294999417.399482,122865.815205432,601.857259963179,368947100.282166,356209937.876676,38,37
1787,32006476.1373305,34031540.109358,241387805.037886,82581.4081544014,36963.0665522241,45866.4723668727,307425821.284574,165410.947073498,601.857259963179,406979600.658144,389831901.00712,43,41
1788,19790506.1697733,29951291.8685484,221095391.818966,75854.9390964018,37112.9898484313,46183.3682563681,270837189.857288,159151.297201201,601.857259963179,366623553.510388,350124774.609954,37,42
1789,5949829.25873124,31145768.9430265,227379813.682682,89904.3497233171,36380.7429324354,44639.9227616085,264475411.88444,170925.015417361,601.857259963179,367347873.322697,349628545.315215,39,37
1790,45901151.5770143,33197439.5579566,237302872.793795,193137.446297388,36954.4315186123,45850.9870960187,316401463.928765,275942.864912019,601.857259963179,482479680.511103,453873439.799284,42,41
1791,45901151.5770144,30520445.5652006,224185118.267352,58787.9889377544,37107.881353454,46172.7535727291,300606715.409567,142068.623863938,601.857259963179,386111748.095056,371383883.132342,38,42
1792,7566499.06651688,29912334.1051821,220910606.072084,69676.358322211,36819.2975838734,45553.4553168144,258389439.243783,152049.111222899,601.857259963179,349901300.704233,334138785.963919,37,40
1793,19790506.1697733,32376951.8981022,233255000.500947,53999.5553495007,36959.0524504276,45856.4402496722,285422458.568823,136815.048049601,601.857259963179,367765588.509686,353582347.356653,41,41
1794,12237027.6807518,32395335.6165142,233446084.634876,53999.5553495007,37105.3277763771,46170.5570101897,278078447.932142,137275.440136068,601.857259963179,360698668.192675,346467699.45353,41,42
1795,17549375.3206771,34034006.8859911,241363792.589438,49601.152048784,37261.293768509,46497.2392824556,292947174.796107,133359.685099749,601.857259963179,373210669.459794,359385636.31595,43,43
1796,25167923.304646,34050670.5388296,241524943.141461,89904.3497233172,37117.9784374968,46186.9167155896,300743536.984937,173209.244876404,601.857259963179,404990778.50654,387034650.689912,43,42
1797,25167923.304646,33967576.7790971,240958979.001207,58787.9889377545,36379.1607760189,44639.9303940815,300094479.08495,139807.080107855,601.857259963179,384238385.242116,369744968.323882,43,37
1798,19790506.1697733,36665098.1007613,252840104.717281,137490.535825791,36243.947817101,44346.5709301648,309295708.987816,218081.054573057,601.857259963179,440549374.943036,417941509.565567,46,36
1799,58373275.1742174,44373309.5530808,283537959.561848,106555.910471437,38345.3224857943,48818.8867023053,386284544.289146,193720.119659537,601.857259963179,502876404.707174,482793970.702331,52,50
1800,58373275.1742174,36752974.6858545,253388361.420226,53999.5553495007,37103.7472144976,46164.5929863856,348514611.280298,137267.895550384,601.857259963179,431130290.777164,416900104.164544,46,42
1801,19790506.1697733,31173664.1708827,227729871.262172,45561.0100609715,36812.119002142,45545.185516173,278694041.602828,127918.314579287,601.857259963179,355682607.914626,342421666.743083,39,40
1802,15562036.2361616,28055985.3397878,210678631.335979,69676.3583222109,36814.1870450894,45547.8254576679,254296652.911928,152038.370824968,601.857259963179,345802050.18591,330040648.873219,33,40
1803,15562036.2361616,37790249.9904123,257815956.353711,38441.1616788459,36964.039834063,45868.7877413253,311168242.580285,121273.989254234,601.857259963179,384157873.457642,371585731.286852,47,41
1804,12237027.6807518,31806944.4250766,230828588.39226,75854.9390964018,38026.7894986144,48134.5981304459,274872560.498088,162016.326725462,601.857259963179,372383262.970374,355587474.309446,40,48
1805,10851273.3194782,34074780.0094087,241752826.14891,69676.358322211,38658.5556109508,49503.2041217288,286678879.477797,157838.118054891,601.857259963179,381674896.728059,365312251.511563,43,52
1806,15562036.2361616,31769848.2871177,230494144.251116,49601.152048784,36670.7190221848,45244.4711224318,277826028.774395,131516.342193401,601.857259963179,356980094.127295,343346155.291726,40,39
1807,36093841.0566799,29444088.8588994,218502848.228199,38441.1616788459,37104.8414314076,46171.0875212362,284040778.143779,121717.09063149,601.857259963179,357297092.801937,344679015.52548,36,42
1808,6709648.09301685,38821085.0914654,261792503.141372,75854.9390964019,35018.559282655,41809.1264478608,307323236.325854,152682.624826918,601.857259963179,399216382.548169,383388193.188376,48,27
1809,9622445.5583469,36699197.1651207,252959239.104496,49601.1520487839,36665.243787125,45240.7634107628,299280881.827964,131507.159246672,601.857259963179,378429420.357707,364796433.493063,46,39
1810,9622445.5583469,32415589.5820542,233630890.236536,64001.0389155454,35688.5737715938,43194.0875196227,275668925.376937,142883.700206762,601.857259963179,361664517.676779,346852155.982944,41,32
1811,28381975.5597864,26962755.8889243,204249593.137197,49601.152048784,37113.3548093516,46179.3246608693,259594324.585908,132893.831519005,601.857259963179,339577441.889944,325800702.510361,30,42
1812,22317839.0853814,40119726.2932811,267239761.725136,41849.948076495,36236.0347932199,44332.1291057653,329677327.103798,122418.11197548,601.857259963179,403355556.547226,390664806.308863,49,36
1813,28381975.5597865,28928487.0714616,215539566.147728,38441.1616788459,38343.2572156108,48815.6683880437,272850028.778976,125600.0872825,601.857259963179,348443353.161957,335422736.262244,35,50
1814,13799748.8452063,35749198.4678265,249015067.005365,89904.3497233172,35967.0857646196,43766.9003620554,298564014.318398,169638.335849992,601.857259963179,400662078.317788,383076136.855506,45,34
1815,19790506.1697733,30487689.5984949,223953167.608975,69676.358322211,36526.5666768399,44940.3512792243,274231363.377244,151143.276278275,601.857259963179,365198041.499944,349529432.186318,38,38
1816,40703180.088776,29944480.8735748,221097520.628931,75854.9390964017,36668.7720367048,45244.3850726044,291745181.591282,157768.096205711,601.857259963179,386699055.683258,370343669.440005,37,39
1817,19790506.1697733,27649917.6006123,208348110.538989,49601.152048784,37407.385425429,46813.7846339967,255788534.309375,133822.32210821,601.857259963179,336330470.415332,322457476.960464,32,44
1818,15562036.2361616,38883476.2154579,262181832.131297,116004.801252593,37568.29985925,47139.9708159222,316627344.582916,200713.071927765,601.857259963179,437427964.092153,416620589.886609,48,45
1819,15562036.2361616,28917938.3327107,215476354.392377,58787.9889377545,37414.3163322315,46815.7005448764,259956328.961249,143018.005814862,601.857259963179,346032754.066381,331206469.278156,35,44
